Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
03/12/2001;28/08/2049;52;2500.0;04/09/2052;49;10000.0;16/03/1974;27;Autumn;Virgo;Virgo;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2001;12;0.65
03/12/2004;20/09/2057;47;2120.0;23/08/2053;51;14000.0;17/12/1981;22;Autumn;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2004;12;0.65
05/10/2009;31/08/2071;38;15000.0;15/09/2071;38;4000.0;15/01/1994;15;Autumn;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2009;10;0.65
07/12/2009;25/08/1977;32;6000.0;03/09/1976;33;4000.0;08/04/1994;13;Autumn;Virgo;Virgo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2009;12;0.65
08/04/2008;26/08/2070;37;6000.0;09/09/1973;34;9000.0;17/07/1992;16;Spring;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2008;4;0.65
09/02/2006;22/09/2065;40;5000.0;01/09/2060;45;4200.0;27/12/1985;21;Winter;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2006;2;0.65
15/04/2010;17/09/1975;34;8000.0;30/08/2064;45;6500.0;13/05/2000;9;Spring;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2010;4;0.65
15/06/2011;22/09/1979;31;4000.0;29/08/1981;29;4000.0;22/09/2003;7;Spring;Virgo;Virgo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2011;6;0.65
19/02/2008;08/09/1975;32;9000.0;29/08/1976;31;7500.0;06/11/1998;6;Winter;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;2;0.65
20/03/2002;31/08/2070;31;10000.0;15/09/2069;32;7000.0;09/12/1995;6;Winter;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;3;0.65
23/06/2009;20/09/1974;34;6000.0;25/08/1976;32;6000.0;14/12/2007;4;Summer;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2009;6;0.65
24/03/2004;29/08/1977;26;8000.0;21/09/1978;25;4500.0;01/06/2000;3;Spring;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2004;3;0.65
26/08/2011;12/09/1974;36;10000.0;14/09/1974;36;8000.0;12/06/2004;7;Summer;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;8;0.65
26/09/2006;30/08/2069;37;3000.0;13/09/1975;31;4000.0;04/02/1993;13;Autumn;Virgo;Virgo;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2006;9;0.65
30/10/2002;17/09/2069;33;4500.0;17/09/2069;33;4500.0;30/12/1992;9;Autumn;Virgo;Virgo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2002;10;0.65
30/12/2010;13/09/1975;35;6000.0;01/09/1982;28;6000.0;21/12/2007;2;Winter;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2010;12;0.65
31/10/2000;03/09/2059;41;6000.0;07/09/2056;44;7000.0;18/02/1992;8;Autumn;Virgo;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2000;10;0.65
01/08/2003;01/09/2066;36;12000.0;14/06/2071;32;1500.0;24/10/1992;11;Summer;Virgo;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2003;8;0.68
03/07/2006;04/09/2047;58;9000.0;10/06/2061;45;8000.0;15/05/1989;17;Summer;Virgo;Gemini;;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;13;2006;7;0.68
04/05/2006;20/09/2056;49;3000.0;02/06/2060;45;3000.0;17/12/2004;1;Spring;Virgo;Gemini;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;4;2006;5;0.68
04/12/2009;02/09/1976;33;5000.0;21/05/1977;32;5000.0;26/01/2001;9;Autumn;Virgo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;12;0.68
05/10/2006;27/08/1973;33;6000.0;26/05/1973;33;6000.0;04/08/2000;6;Autumn;Virgo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2006;10;0.68
06/04/2012;17/09/2062;49;6000.0;21/05/2072;39;6000.0;29/07/2005;7;Spring;Virgo;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;10;2012;4;0.68
06/12/2013;13/09/1973;40;8000.0;20/06/1983;30;8000.0;19/12/2009;3;Autumn;Virgo;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2013;12;0.68
08/11/2007;14/09/2068;39;3000.0;31/05/1978;29;4000.0;31/10/1998;9;Autumn;Virgo;Gemini;;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2007;11;0.68
13/11/2014;29/08/1981;33;2000.0;30/05/1985;29;1800.0;18/09/2007;6;Autumn;Virgo;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2014;11;0.68
15/11/2001;01/09/2064;37;2400.0;14/06/2065;36;3000.0;14/01/1986;15;Autumn;Virgo;Gemini;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2001;11;0.68
19/02/2003;18/09/2071;31;8000.0;12/06/1973;29;2500.0;07/08/1993;9;Winter;Virgo;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2003;2;0.68
24/09/2001;10/09/2061;40;600.0;01/06/2067;34;500.0;24/07/1992;8;Autumn;Virgo;Gemini;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;6;2001;9;0.68
25/07/2000;23/08/2058;41;3000.0;11/06/2053;47;3500.0;16/01/1982;18;Summer;Virgo;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;6;2000;7;0.68
28/04/2004;14/09/2055;48;1200.0;15/06/2058;45;1900.0;13/03/1978;25;Spring;Virgo;Gemini;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2004;4;0.68
08/12/2011;10/07/2065;46;6000.0;22/10/2071;40;8000.0;29/10/2004;7;Autumn;Cancer;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2011;12;0.43
09/05/2001;27/06/1976;24;5000.0;30/09/1976;24;5000.0;13/02/1998;3;Spring;Cancer;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;5;0.43
09/05/2005;06/07/2069;35;1500.0;09/10/2072;32;2400.0;22/06/1990;14;Spring;Cancer;Libra;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2005;5;0.43
12/07/2011;19/07/1981;29;3000.0;29/09/1983;27;3000.0;12/09/2003;7;Summer;Cancer;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;7;0.43
13/10/2000;09/07/2052;48;2500.0;28/09/2056;44;1400.0;19/03/1974;26;Autumn;Cancer;Libra;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2000;10;0.43
15/02/2002;07/07/2037;64;4000.0;03/10/2057;44;8000.0;27/02/1997;4;Winter;Cancer;Libra;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;20;2002;2;0.43
16/04/2010;20/07/2061;48;5000.0;07/10/2065;44;4000.0;14/02/1986;17;Spring;Cancer;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2010;4;0.43
20/05/2009;02/07/2070;38;10000.0;11/10/2067;41;3000.0;05/08/1989;19;Spring;Cancer;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2009;5;0.43
20/05/2010;22/07/2061;48;4000.0;20/10/2067;42;11000.0;25/10/1993;17;Spring;Cancer;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2010;5;0.43
23/05/2012;17/07/1983;28;10000.0;22/10/1984;27;5000.0;06/05/2005;7;Spring;Cancer;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;5;0.43
24/06/2002;27/06/2070;31;11000.0;23/09/2068;33;8000.0;16/12/1993;8;Summer;Cancer;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2002;6;0.43
28/04/2011;28/06/1978;32;8000.0;26/09/1982;28;7000.0;08/04/2006;5;Spring;Cancer;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2011;4;0.43
01/08/2011;15/12/1980;30;5000.0;24/11/1982;28;6000.0;29/05/2002;9;Summer;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2011;8;0.45
01/11/2012;12/12/2057;54;10000.0;16/12/2072;39;12000.0;04/10/1997;14;Autumn;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;15;2012;11;0.45
01/12/2008;29/11/2044;64;3000.0;14/12/2056;51;3500.0;04/06/1988;13;Autumn;Sagittarius;Sagittarius;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;13;2008;12;0.45
03/07/2012;05/12/2066;45;8000.0;07/12/2070;41;8000.0;22/10/1992;20;Summer;Sagittarius;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2012;7;0.45
13/07/2010;14/12/2068;41;15000.0;22/11/1973;36;4000.0;30/12/1996;13;Summer;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2010;7;0.45
13/07/2011;12/12/2063;47;15000.0;06/12/2064;46;10000.0;06/12/2004;7;Summer;Sagittarius;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2011;7;0.45
13/08/2007;26/11/2062;44;12000.0;17/12/2061;45;10000.0;25/09/1987;20;Summer;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;8;0.45
13/10/2004;14/12/2053;50;3000.0;16/12/2063;40;13569.0;28/12/1985;19;Autumn;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2004;10;0.45
14/03/2008;13/12/2071;36;2000.0;22/11/1975;32;3400.0;08/05/2002;5;Winter;Sagittarius;Sagittarius;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2008;3;0.45
17/10/2003;27/11/2072;30;2600.0;07/12/2071;31;2500.0;11/12/2000;2;Autumn;Sagittarius;Sagittarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2003;10;0.45
18/04/2001;14/12/2051;49;5000.0;30/11/2052;48;2000.0;15/01/1970;31;Spring;Sagittarius;Sagittarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2001;4;0.45
18/07/2001;21/12/2069;31;3000.0;11/12/2072;28;4000.0;27/02/1988;13;Summer;Sagittarius;Sagittarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2001;7;0.45
18/09/2000;08/12/2055;44;8000.0;23/11/2057;42;8000.0;30/10/1976;23;Summer;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2000;9;0.45
20/06/2008;13/12/2065;42;9000.0;11/12/2065;42;8000.0;05/07/1990;17;Spring;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2008;6;0.45
21/11/2002;26/11/2071;30;3000.0;28/11/1973;28;6000.0;26/12/1996;5;Autumn;Sagittarius;Sagittarius;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2002;11;0.45
22/07/2013;08/12/2068;44;12000.0;30/11/2072;40;4000.0;28/04/2001;13;Summer;Sagittarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2013;7;0.45
28/11/2003;27/11/2057;45;8700.0;01/12/2058;44;11000.0;31/07/1981;22;Autumn;Sagittarius;Sagittarius;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2003;11;0.45
