Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
30/01/2001;20/01/2066;35;6000.0;03/12/2067;33;3000.0;22/08/1992;8;Winter;Aquarius;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;1;0.9
31/08/2005;31/01/1975;30;3000.0;15/12/2068;36;5000.0;14/07/1993;12;Summer;Aquarius;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;6;2005;8;0.9
01/04/2009;15/10/2055;53;10000.0;26/11/2063;45;7000.0;27/01/1986;22;Spring;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2009;4;0.73
02/07/2014;22/10/1974;39;19000.0;11/12/2072;41;12000.0;13/09/2006;7;Summer;Libra;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2014;7;0.73
04/02/2002;24/09/2070;31;10000.0;04/12/2070;31;13000.0;11/07/1997;4;Winter;Libra;Sagittarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2002;2;0.73
09/07/2003;22/10/2065;37;5000.0;01/12/2071;31;2000.0;22/06/1993;10;Summer;Libra;Sagittarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2003;7;0.73
12/01/2010;14/10/2054;55;1000.0;02/12/2056;53;4000.0;06/05/1974;35;Winter;Libra;Sagittarius;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2010;1;0.73
14/07/2011;02/10/2054;56;6500.0;01/12/2063;47;6000.0;11/08/2004;6;Summer;Libra;Sagittarius;ELEMENTARY SCHOOL;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2011;7;0.73
16/06/2011;14/10/1985;25;7000.0;26/11/1985;25;5700.0;01/08/2009;1;Spring;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;6;0.73
16/12/2005;23/09/2048;57;15000.0;17/12/2054;50;7000.0;18/12/1975;30;Autumn;Libra;Sagittarius;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2005;12;0.73
16/12/2005;08/10/2069;36;10000.0;07/12/2071;33;6000.0;11/11/2000;5;Autumn;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2005;12;0.73
19/12/2012;26/09/1982;30;10000.0;06/12/1986;26;7000.0;06/12/2008;4;Autumn;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2012;12;0.73
21/01/2014;07/10/2060;53;5000.0;03/12/2056;57;5000.0;21/12/1990;23;Winter;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2014;1;0.73
25/02/2013;15/10/1979;33;5200.0;28/11/1980;32;12000.0;29/11/2008;4;Winter;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2013;2;0.73
29/05/2001;29/09/2068;32;4000.0;09/12/2072;28;7000.0;25/04/1997;3;Spring;Libra;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2001;5;0.73
30/08/2002;19/10/2063;38;1500.0;18/12/1974;27;1000.0;23/02/1994;8;Summer;Libra;Sagittarius;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;11;2002;8;0.73
03/02/2006;27/11/2057;48;6000.0;07/06/2061;44;3000.0;04/05/1989;16;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2006;2;0.6
03/03/2004;02/12/2067;36;2240.0;29/05/2069;34;5500.0;14/07/1992;11;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2004;3;0.6
05/02/2014;05/12/1982;31;7000.0;08/06/1983;30;8000.0;19/12/2009;4;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2014;2;0.6
07/12/2007;20/12/2061;45;17000.0;18/06/2069;38;8000.0;22/02/1997;10;Autumn;Sagittarius;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2007;12;0.6
20/06/2007;14/12/1974;32;3132.0;07/06/2070;37;4300.0;18/10/1994;12;Spring;Sagittarius;Gemini;ELEMENTARY SCHOOL;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2007;6;0.6
20/09/2002;08/12/2059;42;3500.0;31/05/2068;34;7300.0;19/12/1987;4;Summer;Sagittarius;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2002;9;0.6
21/02/2003;08/12/2038;64;12000.0;03/06/2057;45;7500.0;31/03/1995;7;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;19;2003;2;0.6
27/11/2006;30/11/2057;48;2000.0;03/06/2060;46;3000.0;20/05/1981;13;Autumn;Sagittarius;Gemini;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2006;11;0.6
28/01/2011;14/12/1978;32;10000.0;04/06/1981;29;7000.0;21/01/2008;2;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2011;1;0.6
28/06/2000;12/12/2067;32;5200.0;03/06/2072;28;5000.0;19/06/1998;1;Summer;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2000;6;0.6
29/01/2010;15/12/2055;54;15000.0;28/05/2068;41;12000.0;01/10/1984;25;Winter;Sagittarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;13;2010;1;0.6
31/08/2010;25/11/1974;35;5000.0;07/06/1975;35;10000.0;27/01/1995;14;Summer;Sagittarius;Gemini;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2010;8;0.6
02/03/2004;27/12/2071;32;6000.0;29/01/1977;27;6000.0;31/07/1998;5;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2004;3;0.69
02/09/2003;07/01/2066;37;7000.0;02/02/2069;34;3000.0;19/09/1989;13;Summer;Capricorn;Aquarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2003;9;0.69
04/07/2000;12/01/2058;42;5000.0;09/02/2060;40;4000.0;27/08/1982;17;Summer;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2000;7;0.69
04/08/2003;02/01/1979;24;5000.0;04/02/1973;30;8000.0;17/06/2000;3;Summer;Capricorn;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;6;2003;8;0.69
06/12/2000;02/01/2043;57;10000.0;30/01/2054;46;8500.0;02/01/1981;19;Autumn;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2000;12;0.69
07/03/2001;06/01/2066;35;6600.0;08/02/2070;31;3000.0;03/12/1990;6;Winter;Capricorn;Aquarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2001;3;0.69
09/08/2011;26/12/1973;37;12000.0;21/01/1977;34;6000.0;22/07/2003;7;Summer;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2011;8;0.69
10/03/2014;14/01/2061;53;7000.0;06/02/2071;43;7000.0;04/03/1993;21;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2014;3;0.69
10/07/2006;26/12/1975;30;10000.0;21/01/1974;32;5000.0;12/11/2004;1;Summer;Capricorn;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2006;7;0.69
11/12/2002;03/01/2058;44;10000.0;30/01/2059;43;2500.0;26/02/1982;20;Autumn;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;12;0.69
12/01/2005;29/12/2069;34;4000.0;13/02/2071;33;4000.0;17/01/2001;3;Winter;Capricorn;Aquarius;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2005;1;0.69
14/03/2007;24/12/2064;42;1000.0;01/02/2064;43;1000.0;27/01/2001;6;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;3;0.69
15/10/2008;04/01/1980;28;3200.0;14/02/1979;29;4000.0;09/04/2001;6;Autumn;Capricorn;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2008;10;0.69
15/11/2011;07/01/2065;46;5000.0;23/01/1978;33;4000.0;21/06/1993;18;Autumn;Capricorn;Aquarius;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;13;2011;11;0.69
21/11/2005;09/01/2070;35;3000.0;31/01/1983;22;2200.0;04/04/2003;2;Autumn;Capricorn;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;13;2005;11;0.69
21/12/2001;14/01/2061;40;4000.0;08/02/2055;46;6000.0;15/12/1992;8;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2001;12;0.69
23/01/2001;06/01/2055;46;10000.0;31/01/2056;44;10000.0;18/12/1981;19;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;1;0.69
24/03/2004;03/01/2070;34;10000.0;08/02/2067;37;5500.0;11/01/1996;8;Spring;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2004;3;0.69
25/01/2011;26/12/2070;40;15000.0;12/02/2049;61;3000.0;02/03/1998;12;Winter;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;21;2011;1;0.69
26/09/2013;15/01/1979;34;15000.0;17/02/1982;31;10000.0;11/11/2006;7;Autumn;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2013;9;0.69
27/10/2005;14/01/1975;30;10000.0;09/02/1977;28;5000.0;11/08/2000;4;Autumn;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2005;10;0.69
28/08/2008;07/01/1974;34;6500.0;22/01/1976;32;6500.0;11/12/2003;4;Summer;Capricorn;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;8;0.69
30/10/2000;14/01/2070;30;800.0;27/01/2059;41;1500.0;30/07/1999;1;Autumn;Capricorn;Aquarius;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;11;2000;10;0.69
03/04/2002;25/09/2054;47;16000.0;28/07/2059;42;8000.0;25/06/1991;10;Spring;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2002;4;0.97
04/02/2010;10/10/2064;45;10000.0;31/07/2067;42;6500.0;18/02/1993;14;Winter;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2010;2;0.97
08/04/2008;18/10/2065;42;500.0;07/08/2067;40;500.0;17/09/1998;5;Spring;Libra;Leo;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2008;4;0.97
12/04/2013;14/10/1978;34;8000.0;09/08/1982;30;8000.0;24/07/2008;4;Spring;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2013;4;0.97
16/02/2007;08/10/2067;39;8000.0;23/07/2066;40;10500.0;08/10/2004;2;Winter;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;2;0.97
17/08/2006;30/09/2072;33;6000.0;04/08/1976;29;8000.0;08/09/2000;5;Summer;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2006;8;0.97
20/05/2009;13/10/2063;45;6000.0;06/08/2057;51;8000.0;09/03/1985;24;Spring;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2009;5;0.97
29/05/2001;01/10/2065;35;6000.0;17/08/2069;31;7000.0;27/06/1992;8;Spring;Libra;Leo;COLLEGE          ;;EMPLOYED  ;EMPLOYED  ;4;2001;5;0.97
31/03/2010;18/10/1975;34;3000.0;11/08/1973;36;2500.0;22/06/2001;8;Spring;Libra;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2010;3;0.97
04/12/2006;24/12/2057;48;15000.0;03/09/2059;47;6640.0;01/08/1981;25;Autumn;Capricorn;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2006;12;0.95
11/12/2007;11/01/2069;38;1900.0;01/09/1978;29;3000.0;14/09/1990;12;Autumn;Capricorn;Virgo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;9;2007;12;0.95
14/06/2002;07/01/2061;41;3000.0;15/09/2060;41;5000.0;19/03/1994;8;Spring;Capricorn;Virgo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2002;6;0.95
19/10/2011;25/12/2057;53;9000.0;02/09/2068;43;5000.0;14/07/2006;5;Autumn;Capricorn;Virgo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2011;10;0.95
21/12/2011;14/01/2050;61;4000.0;04/09/2057;54;3500.0;20/02/1982;29;Winter;Capricorn;Virgo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2011;12;0.95
27/08/2003;11/01/1982;21;4000.0;18/09/1980;22;1600.0;09/07/1998;5;Summer;Capricorn;Virgo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2003;8;0.95
28/08/2000;10/01/1977;23;1200.0;15/09/1978;21;900.0;10/01/1996;4;Summer;Capricorn;Virgo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2000;8;0.95
29/08/2011;04/01/2056;55;10000.0;16/09/2059;51;7000.0;24/11/1994;16;Summer;Capricorn;Virgo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2011;8;0.95
01/03/2007;03/03/2069;37;12000.0;07/06/2066;40;2500.0;30/04/1996;11;Winter;Pisces;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2007;3;0.53
01/08/2003;13/03/2071;32;3900.0;07/06/2070;33;2500.0;14/05/1992;11;Summer;Pisces;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2003;8;0.53
01/08/2006;01/03/2063;43;2000.0;03/06/2063;43;3000.0;22/01/1992;2;Summer;Pisces;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2006;8;0.53
07/01/2013;08/03/1975;37;5000.0;13/06/1980;32;5000.0;24/11/2006;6;Winter;Pisces;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2013;1;0.53
08/11/2001;03/03/2067;34;16000.0;03/06/2071;30;5000.0;03/06/1989;12;Autumn;Pisces;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2001;11;0.53
09/06/2006;17/03/2065;41;2800.0;10/06/2069;36;2400.0;23/05/1997;9;Spring;Pisces;Gemini;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2006;6;0.53
13/07/2009;07/03/2066;43;2400.0;14/06/2066;43;6000.0;18/10/1986;21;Summer;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2009;7;0.53
13/12/2005;25/02/2069;36;4000.0;12/06/2071;34;12000.0;04/08/1986;19;Autumn;Pisces;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2005;12;0.53
14/06/2000;09/03/2064;36;4000.0;24/05/2069;31;4000.0;20/09/1991;8;Spring;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2000;6;0.53
14/08/2014;17/03/2072;42;12000.0;05/06/2067;47;3000.0;03/01/2002;12;Summer;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2014;8;0.53
15/12/2000;03/03/2062;38;4000.0;12/06/2069;31;3000.0;16/08/1986;14;Autumn;Pisces;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2000;12;0.53
18/05/2006;04/03/1975;31;6000.0;21/05/1976;29;6000.0;08/02/2002;4;Spring;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2006;5;0.53
18/07/2003;19/03/2071;32;9000.0;07/06/1973;30;8000.0;22/07/2000;2;Summer;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2003;7;0.53
20/04/2011;27/02/1976;35;8500.0;01/06/1978;32;8000.0;08/10/2004;5;Spring;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2011;4;0.53
21/11/2012;20/02/1975;37;19194.0;17/06/1980;32;12000.0;28/06/2002;10;Autumn;Pisces;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2012;11;0.53
22/05/2014;05/03/1980;34;10000.0;20/06/1979;34;10000.0;12/09/2009;5;Spring;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;5;0.53
22/09/2000;28/02/2068;32;16000.0;05/06/2068;32;3000.0;04/04/1992;8;Autumn;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2000;9;0.53
27/04/2006;28/02/2062;44;8000.0;16/06/2059;46;5000.0;02/12/1985;20;Spring;Pisces;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2006;4;0.53
27/05/2011;05/03/2066;45;1500.0;10/06/1977;33;1500.0;18/12/2001;9;Spring;Pisces;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;12;2011;5;0.53
29/06/2012;03/03/2063;49;3000.0;08/06/2072;40;3000.0;29/12/1997;13;Summer;Pisces;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2012;6;0.53
03/07/2008;05/03/2064;44;15000.0;08/02/2072;36;8000.0;17/11/1999;8;Summer;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2008;7;0.45
04/09/2000;13/03/2054;46;7000.0;01/02/2058;42;10000.0;04/11/1978;22;Summer;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2000;9;0.45
07/02/2008;17/03/2068;39;3500.0;07/02/2069;38;2000.0;25/04/1996;5;Winter;Pisces;Aquarius;ELEMENTARY SCHOOL;;EMPLOYED  ;EMPLOYED  ;1;2008;2;0.45
07/05/2001;16/03/2062;39;3000.0;04/02/2055;46;6000.0;29/03/1990;11;Spring;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2001;5;0.45
09/07/2014;01/03/1982;32;6000.0;22/01/1986;28;8000.0;25/06/2012;1;Summer;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2014;7;0.45
09/10/2008;23/02/2067;41;5000.0;04/02/2070;38;1600.0;03/10/1988;6;Autumn;Pisces;Aquarius;MIDDLE SCHOOL    ;WITHOUT EDUCATION;EMPLOYED  ;EMPLOYED  ;3;2008;10;0.45
10/09/2008;19/02/2049;59;8000.0;20/01/2052;56;8000.0;14/01/1978;30;Summer;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2008;9;0.45
10/10/2001;18/03/2072;29;3000.0;05/02/2072;29;8000.0;20/04/1995;6;Autumn;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;10;0.45
13/10/2000;10/03/2065;35;4000.0;25/01/2069;31;3000.0;21/02/1992;8;Autumn;Pisces;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2000;10;0.45
13/12/2007;28/02/1985;22;2400.0;14/02/1986;21;4200.0;09/06/2003;4;Autumn;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;12;0.45
14/02/2003;22/02/2068;34;6000.0;08/02/2069;34;4000.0;02/03/1991;11;Winter;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2003;2;0.45
17/01/2012;04/03/1983;28;4000.0;07/02/1982;29;5000.0;30/11/2005;6;Winter;Pisces;Aquarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2012;1;0.45
18/03/2008;21/02/1976;32;8000.0;27/01/1980;28;4500.0;07/05/2003;4;Winter;Pisces;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2008;3;0.45
19/02/2008;10/03/1984;23;3000.0;15/02/1982;25;4000.0;05/12/2003;4;Winter;Pisces;Aquarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2008;2;0.45
22/10/2001;15/03/2072;29;7000.0;23/01/2072;29;5000.0;13/11/1999;1;Autumn;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;10;0.45
26/10/2011;16/03/2070;41;3000.0;12/02/1974;37;4000.0;31/05/1997;14;Autumn;Pisces;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2011;10;0.45
29/04/2009;03/03/1979;30;8000.0;24/01/1980;29;6000.0;15/12/2005;3;Spring;Pisces;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;4;0.45
30/09/2013;13/03/2070;43;2000.0;14/02/2070;43;3200.0;13/02/2008;5;Autumn;Pisces;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2013;9;0.45
02/03/2009;04/03/2059;49;18000.0;25/07/2061;47;12000.0;23/09/1988;20;Winter;Pisces;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2009;3;0.38
05/02/2013;06/03/1974;38;3000.0;22/08/1977;35;3000.0;28/10/1995;16;Winter;Pisces;Leo;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2013;2;0.38
05/02/2013;02/03/1983;29;8500.0;28/07/1985;27;4000.0;20/06/2008;4;Winter;Pisces;Leo;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2013;2;0.38
06/03/2015;02/03/1987;28;7500.0;13/08/1988;26;12000.0;08/09/2012;2;Winter;Pisces;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2015;3;0.38
06/04/2006;17/03/1975;31;4330.0;17/08/1974;31;4815.0;07/12/1996;9;Spring;Pisces;Leo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2006;4;0.38
07/04/2004;06/03/1975;29;5000.0;31/07/1978;25;5000.0;20/02/1999;5;Spring;Pisces;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2004;4;0.38
11/02/2014;10/03/2071;42;7000.0;07/08/1977;36;6000.0;06/08/2004;7;Winter;Pisces;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2014;2;0.38
17/06/2004;12/03/1976;28;6000.0;17/08/1977;26;4000.0;29/08/1997;6;Spring;Pisces;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2004;6;0.38
18/08/2009;01/03/2065;44;11309.0;12/08/2068;41;6849.0;08/08/1994;10;Summer;Pisces;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2009;8;0.38
26/07/2002;23/02/2054;48;5200.0;12/08/2059;42;4000.0;24/08/1978;23;Summer;Pisces;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2002;7;0.38
29/02/2008;27/02/1982;25;2000.0;12/08/1981;26;3600.0;06/05/2005;2;Winter;Pisces;Leo;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2008;2;0.38
01/04/2003;17/12/1977;25;2000.0;07/08/1975;27;1600.0;15/04/1996;6;Spring;Sagittarius;Leo;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;2;2003;4;0.93
07/01/2003;03/12/2067;35;4000.0;27/07/2067;35;4200.0;20/07/1992;10;Winter;Sagittarius;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2003;1;0.93
12/07/2006;04/12/1976;29;10000.0;01/08/1980;25;10000.0;10/12/2004;1;Summer;Sagittarius;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2006;7;0.93
19/04/2007;17/12/2072;34;3800.0;04/08/1977;29;6000.0;24/03/2006;1;Spring;Sagittarius;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2007;4;0.93
21/05/2012;18/12/1990;21;1500.0;02/08/1992;19;4000.0;16/12/2010;1;Spring;Sagittarius;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2012;5;0.93
22/01/2002;10/12/1974;27;3500.0;20/08/1975;26;4500.0;21/12/1994;7;Winter;Sagittarius;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;1;0.93
22/11/2007;02/12/2072;34;6000.0;12/08/1974;33;6000.0;21/08/1998;9;Autumn;Sagittarius;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2007;11;0.93
